,County,State,Average Rating,Hospitals,Emergency Services,County Beds
1,ROOSEVELT,MT,,3.0,,67.0
2,CHOUTEAU,MT,,2.0,,8.0
3,LAKE,MT,3.5,2.0,1.0,47.0
4,MADISON,MT,,2.0,,16.0
5,DEER LODGE,MT,4.0,2.0,1.0,25.0
6,LEWIS AND CLARK,MT,2.0,2.0,1.0,99.0
7,YELLOWSTONE,MT,4.5,2.0,1.0,590.0
8,BIG HORN,MT,,2.0,,25.0
9,GALLATIN,MT,4.0,2.0,1.0,90.0
10,GLACIER,MT,,2.0,,20.0
11,CASCADE,MT,3.5,2.0,1.0,398.0
12,MISSOULA,MT,4.5,2.0,1.0,404.0
13,MCCONE,MT,,1.0,,25.0
14,POWELL,MT,,1.0,,16.0
15,RICHLAND,MT,4.0,1.0,1.0,25.0
16,CARBON,MT,,1.0,,10.0
17,DANIELS,MT,,1.0,,24.0
18,MEAGHER,MT,,1.0,,25.0
19,STILLWATER,MT,,1.0,,10.0
20,SANDERS,MT,3.0,1.0,1.0,16.0
21,FALLON,MT,,1.0,,25.0
22,TETON,MT,,1.0,,10.0
23,MUSSELSHELL,MT,,1.0,,25.0
24,FERGUS,MT,3.0,1.0,1.0,25.0
25,SILVER BOW,MT,4.0,1.0,1.0,98.0
26,PARK,MT,3.0,1.0,1.0,25.0
27,ROSEBUD,MT,,1.0,,24.0
28,TOOLE,MT,,1.0,,
29,GARFIELD,MT,,1.0,,
30,SHERIDAN,MT,,1.0,,19.0
31,DAWSON,MT,,1.0,,25.0
32,HILL,MT,3.0,1.0,1.0,49.0
33,BROADWATER,MT,,1.0,,9.0
34,SWEET GRASS,MT,,1.0,,25.0
35,LIBERTY,MT,,1.0,,25.0
36,CUSTER,MT,4.0,1.0,1.0,25.0
37,WHEATLAND,MT,,1.0,,25.0
38,GRANITE,MT,,1.0,,
39,BLAINE,MT,,1.0,,
40,LINCOLN,MT,3.0,1.0,1.0,25.0
41,PHILLIPS,MT,,1.0,,6.0
42,CARTER,MT,,1.0,,25.0
43,PONDERA,MT,,1.0,,20.0
44,BEAVERHEAD,MT,4.0,1.0,1.0,18.0
45,VALLEY,MT,4.0,1.0,1.0,25.0
46,RAVALLI,MT,3.0,1.0,1.0,25.0
47,PRAIRIE,MT,,1.0,,
48,MINERAL,MT,,1.0,,25.0
0,CLARK,NV,1.8666666666666667,26.0,1.0,683.0
1,WASHOE,NV,3.75,7.0,1.0,1027.0
2,PERSHING,NV,,1.0,,
3,LINCOLN,NV,,1.0,,
4,LANDER,NV,,1.0,,
5,ELKO,NV,3.0,1.0,1.0,
6,CARSON CITY,NV,4.0,1.0,1.0,190.0
7,NYE,NV,3.0,1.0,1.0,
8,LYON,NV,,1.0,,14.0
9,CHURCHILL,NV,3.0,1.0,1.0,25.0
10,HUMBOLDT,NV,3.0,1.0,1.0,
11,DOUGLAS,NV,3.0,1.0,1.0,15.0
12,WHITE PINE,NV,,1.0,,
13,MINERAL,NV,,1.0,,
0,NATRONA,WY,2.0,3.0,1.0,217.0
1,LINCOLN,WY,4.0,2.0,1.0,
2,SWEETWATER,WY,4.0,2.0,1.0,
3,UINTA,WY,4.0,2.0,1.0,
4,BIG HORN,WY,4.0,2.0,1.0,
5,PARK,WY,3.5,2.0,1.0,25.0
6,JOHNSON,WY,,1.0,,
7,PLATTE,WY,3.0,1.0,1.0,25.0
8,WASHAKIE,WY,3.0,1.0,1.0,25.0
9,ALBANY,WY,3.0,1.0,1.0,
10,NIOBRARA,WY,,1.0,,
11,GOSHEN,WY,3.0,1.0,1.0,25.0
12,SHERIDAN,WY,4.0,1.0,1.0,
13,TETON,WY,4.0,1.0,1.0,
14,CAMPBELL,WY,4.0,1.0,1.0,
15,CONVERSE,WY,4.0,1.0,1.0,
16,CARBON,WY,,1.0,,
17,LARAMIE,WY,5.0,1.0,1.0,
18,HOT SPRINGS,WY,3.0,1.0,1.0,25.0
19,CROOK,WY,,1.0,,
20,WESTON,WY,,1.0,,
21,FREMONT,WY,3.0,1.0,1.0,
0,MINNEHAHA,SD,3.5,5.0,1.0,1083.0
1,PENNINGTON,SD,2.0,3.0,1.0,423.0
2,GREGORY,SD,4.0,2.0,1.0,41.0
3,LINCOLN,SD,5.0,2.0,1.0,69.0
4,HUTCHINSON,SD,3.0,2.0,1.0,50.0
5,BON HOMME,SD,,2.0,,50.0
6,CHARLES MIX,SD,,2.0,,37.0
7,BROWN,SD,4.0,2.0,1.0,157.0
8,LAWRENCE,SD,4.0,2.0,1.0,58.0
9,YANKTON,SD,5.0,2.0,1.0,144.0
10,SPINK,SD,,1.0,,
11,HAAKON,SD,,1.0,,18.0
12,FAULK,SD,,1.0,,12.0
13,WALWORTH,SD,3.0,1.0,1.0,25.0
14,MOODY,SD,,1.0,,18.0
15,MC PHERSON,SD,,1.0,,6.0
16,DOUGLAS,SD,,1.0,,11.0
17,CODINGTON,SD,4.0,1.0,1.0,81.0
18,CLAY,SD,,1.0,,25.0
19,BROOKINGS,SD,4.0,1.0,1.0,
20,DAY,SD,,1.0,,25.0
21,MEADE,SD,4.0,1.0,1.0,25.0
22,UNION,SD,,1.0,,40.0
23,BENNETT,SD,,1.0,,14.0
24,DEUEL,SD,,1.0,,10.0
25,JERAULD,SD,,1.0,,16.0
26,CUSTER,SD,,1.0,,11.0
27,DEWEY,SD,,1.0,,
28,GRANT,SD,4.0,1.0,1.0,25.0
29,HAND,SD,4.0,1.0,1.0,25.0
30,BEADLE,SD,,1.0,,25.0
31,DAVISON,SD,5.0,1.0,1.0,67.0
32,TURNER,SD,,1.0,,12.0
33,LAKE,SD,,1.0,,25.0
34,TODD,SD,,1.0,,
35,FALL RIVER,SD,,1.0,,25.0
36,MARSHALL,SD,,1.0,,20.0
37,HUGHES,SD,5.0,1.0,1.0,60.0
38,EDMUNDS,SD,,1.0,,
39,KINGSBURY,SD,,1.0,,6.0
40,ROBERTS,SD,,1.0,,25.0
41,BRULE,SD,,1.0,,25.0
42,TRIPP,SD,,1.0,,25.0
43,POTTER,SD,,1.0,,10.0
0,CASS,ND,3.0,3.0,1.0,715.0
1,GRAND FORKS,ND,2.0,3.0,1.0,334.0
2,MCINTOSH,ND,,2.0,,44.0
3,MCLEAN,ND,,2.0,,47.0
4,BURLEIGH,ND,3.0,2.0,1.0,510.0
5,WARD,ND,2.0,2.0,1.0,441.0
6,WALSH,ND,,2.0,,28.0
7,TRAILL,ND,,2.0,,41.0
8,ROLETTE,ND,,2.0,,25.0
9,STUTSMAN,ND,4.0,2.0,1.0,25.0
10,WILLIAMS,ND,2.0,2.0,1.0,50.0
11,DICKEY,ND,4.0,1.0,1.0,20.0
12,RAMSEY,ND,4.0,1.0,1.0,25.0
13,ADAMS,ND,3.0,1.0,1.0,25.0
14,EMMONS,ND,,1.0,,14.0
15,MCKENZIE,ND,,1.0,,24.0
16,SIOUX,ND,,1.0,,
17,CAVALIER,ND,,1.0,,20.0
18,BOWMAN,ND,,1.0,,23.0
19,PEMBINA,ND,3.0,1.0,1.0,20.0
20,MOUNTRAIL,ND,,1.0,,11.0
21,NELSON,ND,,1.0,,19.0
22,STARK,ND,4.0,1.0,1.0,25.0
23,FOSTER,ND,4.0,1.0,1.0,25.0
24,BOTTINEAU,ND,,1.0,,25.0
25,WELLS,ND,,1.0,,25.0
26,PIERCE,ND,4.0,1.0,1.0,25.0
27,MERCER,ND,,1.0,,13.0
28,TOWNER,ND,,1.0,,20.0
29,BARNES,ND,4.0,1.0,1.0,25.0
30,DIVIDE,ND,,1.0,,15.0
31,RANSOM,ND,4.0,1.0,1.0,25.0
32,GRANT,ND,,1.0,,30.0
33,GRIGGS,ND,,1.0,,18.0
0,HONOLULU,HI,4.0,12.0,1.0,1766.0
1,HAWAII,HI,3.3333333333333335,6.0,1.0,33.0
2,MAUI,HI,4.0,4.0,0.0,239.0
3,KAUAI,HI,4.0,3.0,1.0,71.0
0,WINDHAM,VT,2.0,3.0,1.0,123.0
1,WASHINGTON,VT,5.0,2.0,1.0,175.0
2,WINDSOR,VT,3.0,2.0,1.0,50.0
3,CHITTENDEN,VT,3.0,1.0,1.0,615.0
4,BENNINGTON,VT,4.0,1.0,1.0,180.0
5,RUTLAND,VT,4.0,1.0,1.0,301.0
6,CALEDONIA,VT,3.0,1.0,1.0,25.0
7,ORANGE,VT,4.0,1.0,1.0,25.0
8,FRANKLIN,VT,3.0,1.0,1.0,70.0
9,ADDISON,VT,4.0,1.0,1.0,25.0
10,ORLEANS,VT,3.0,1.0,1.0,25.0
11,LAMOILLE,VT,3.0,1.0,1.0,25.0
0,PROVIDENCE,RI,2.8333333333333335,8.0,1.0,1926.0
1,WASHINGTON,RI,4.5,2.0,1.0,216.0
2,NEWPORT,RI,5.0,1.0,1.0,129.0
3,KENT,RI,2.0,1.0,1.0,359.0
0,ANCHORAGE,AK,3.3333333333333335,6.0,1.0,401.0
1,KENAI PENINSULA,AK,3.5,3.0,1.0,77.0
2,FAIRBANKS NORTH STAR,AK,4.0,2.0,1.0,162.0
3,VALDEZ-CORDOVA,AK,,2.0,,15.0
4,SITKA BOROUGH,AK,,2.0,,
5,NOME,AK,,1.0,,
6,KODIAK ISLAND BOROUGH,AK,,1.0,,25.0
7,PETERSBURG BOROUGH,AK,,1.0,,12.0
8,WRANGELL CITY AND BOROUGH,AK,,1.0,,
9,BETHEL,AK,3.0,1.0,1.0,
10,MATANUSKA-SUSITNA,AK,3.0,1.0,1.0,74.0
11,KETCHIKAN GATEWAY,AK,3.0,1.0,1.0,25.0
12,NORTH SLOPE BOROUH,AK,,1.0,,
13,DILLINGHAM,AK,,1.0,,
14,NORTHWEST ARTIC BOROUGH,AK,,1.0,,17.0
15,JUNEAU,AK,4.0,1.0,1.0,
0,SAN JUAN,PR,1.0,18.0,1.0,
1,PONCE,PR,2.0,5.0,1.0,
2,BAYAMON,PR,1.0,4.0,1.0,
3,HUMACAO,PR,,3.0,,
4,MAYAGUEZ,PR,2.0,3.0,1.0,
5,SAN GERMAN,PR,,2.0,,
6,FAJARDO,PR,,2.0,,
7,MANATI,PR,1.5,2.0,1.0,
8,ARECIBO,PR,,2.0,,
9,CAGUAS,PR,1.0,2.0,1.0,
10,AIBONITO,PR,,2.0,,
11,GUAYANILLA,PR,,1.0,,
12,CAROLINA,PR,,1.0,,
13,YAUCO,PR,,1.0,,
14,LARES,PR,,1.0,,
15,GUAYNABO,PR,,1.0,,
16,CABO ROJO,PR,,1.0,,
17,CAYEY,PR,,1.0,,
18,CIDRA,PR,,1.0,,
19,AGUADILLA,PR,,1.0,,
20,VEGA BAJA,PR,,1.0,,
21,MOCA,PR,,1.0,,
22,UTUADO,PR,,1.0,,
0,THE DISTRICT,DC,1.8333333333333333,9.0,1.0,2497.0
0,NEW CASTLE,DE,2.0,6.0,1.0,1851.0
1,SUSSEX,DE,3.3333333333333335,4.0,1.0,442.0
2,KENT,DE,2.0,2.0,1.0,304.0
0,SAINT CROIX ISLAND,VI,3.0,1.0,1.0,
1,SAINT THOMAS ISLAND,VI,2.0,1.0,1.0,
